Feature,Weight
Age,0.4404629924187081
Partner_Strength_Index,0.3878670147617069
Region_West,0.03711964867699963
Region_South,0.03565183025954376
Region_Northeast,0.032900080722572174
Region_International,0.025751190664548392
Region_Midwest,0.023086565573318788
Is_AllStar,0.012927050846721869
Region_Other/Unknown,0.0042336260758804875
