Celebrity,Season,Week,Estimated_Fan_Pct,Certainty_Std,CI_Lower,CI_Upper,CI_Width
Aiden Turner,10,3,0.0985838260999972,0.0353025086447442,0.029390909156298578,0.16777674304369583,0.13838583388739725
Niecy Nash,10,3,0.0178953762453787,0.0056178088638098,0.006884470872311494,0.028906281618445908,0.022021810746134414
Buzz Aldrin,10,3,2.864980846497473e-05,1.1314796800884373e-05,6.4728067352413625e-06,5.08268101947081e-05,4.435400345946674e-05
Chad Ochocinco,10,3,0.0172595014877927,0.0071875492581052,0.0031719049419065073,0.03134709803367889,0.028175193091772383
Evan Lysacek,10,3,0.6891855897135835,0.0633823790528916,0.5649561267699159,0.813415052657251,0.2484589258873351
Pamela Anderson,10,3,0.0030988950383278,0.0010813401190683,0.0009794684049539322,0.005218321671701668,0.004238853266747736
Nicole Scherzinger,10,3,0.000763802458787,0.0002730119114678,0.00022869911231011202,0.001298905805263888,0.0010702066929537762
Erin Andrews,10,3,0.0162385347176024,0.0057788636688856,0.0049119619265866245,0.027565107508618174,0.022653145582031547
Kate Gosselin,10,3,0.0655601305869616,0.0220906159926435,0.02226252324138034,0.10885773793254286,0.08659521469116252
Jake Pavelka,10,3,0.0913856938431039,0.0279883690977133,0.03652849041158583,0.14624289727462197,0.10971440686303614
Aiden Turner,10,4,0.0918359534800435,0.15,-0.20216404651995648,0.3858359534800435,0.588
Niecy Nash,10,4,0.0170825375248095,0.15,-0.2769174624751905,0.31108253752480947,0.588
Chad Ochocinco,10,4,0.0159940296810754,0.15,-0.2780059703189246,0.30999402968107537,0.588
Evan Lysacek,10,4,0.7034539915321287,0.15,0.40945399153212875,0.9974539915321288,0.5880000000000001
Pamela Anderson,10,4,0.0030543931420127,0.15,-0.29094560685798726,0.2970543931420127,0.588
Nicole Scherzinger,10,4,0.0007143068582552,0.15,-0.2932856931417448,0.29471430685825517,0.588
Erin Andrews,10,4,0.0156602985933226,0.15,-0.2783397014066774,0.30966029859332256,0.588
Kate Gosselin,10,4,0.0646103636146588,0.15,-0.22938963638534118,0.3586103636146588,0.588
Jake Pavelka,10,4,0.0875941255736934,0.15,-0.2064058744263066,0.3815941255736934,0.588
Niecy Nash,10,5,0.0178318282263819,0.0067885606857385,0.004526249282334442,0.031137407170429357,0.026611157888094913
Chad Ochocinco,10,5,0.0174054748698671,0.0062997001666559,0.005058062543221536,0.029752887196512662,0.024694824653291127
Evan Lysacek,10,5,0.8342242064525617,0.0397991653122342,0.7562178424405827,0.9122305704645407,0.15601272802395805
Pamela Anderson,10,5,0.0027702351615162,0.0011228835377391,0.0005693834275475639,0.004971086895484836,0.004401703467937272
Nicole Scherzinger,10,5,0.0006502093799214,0.0002369613162549,0.00018576520006179602,0.001114653559781004,0.0009288883597192081
Erin Andrews,10,5,0.0150128673025905,0.0062795341900466,0.0027049802900991644,0.02732075431508184,0.024615774024982676
Kate Gosselin,10,5,0.0283740892959746,0.0048781355648899,0.018812943588790397,0.037935235003158804,0.019122291414368407
Jake Pavelka,10,5,0.0837310893111866,0.0277890212201919,0.029264607719610473,0.13819757090276272,0.10893296318315224
Niecy Nash,10,6,0.0202506821687687,0.15,-0.2737493178312313,0.31425068216876867,0.588
Chad Ochocinco,10,6,0.0189602985621379,0.15,-0.2750397014378621,0.31296029856213786,0.588
Evan Lysacek,10,6,0.8339172785178897,0.15,0.5399172785178896,1.1279172785178897,0.5880000000000001
Pamela Anderson,10,6,0.003620863975714,0.15,-0.290379136024286,0.29762086397571397,0.588
Nicole Scherzinger,10,6,0.0008467829288529,0.15,-0.2931532170711471,0.29484678292885286,0.588
Erin Andrews,10,6,0.0185646733701484,0.15,-0.2754353266298516,0.31256467337014837,0.588
Jake Pavelka,10,6,0.1038394204764882,0.15,-0.19016057952351179,0.3978394204764882,0.588
Niecy Nash,10,7,0.0243883594000837,0.0103968777898496,0.004010478931978485,0.044766239868188916,0.04075576093621043
Chad Ochocinco,10,7,0.0230424391734809,0.0096750815175734,0.004079279399037038,0.042005598947924765,0.03792631954888773
Evan Lysacek,10,7,0.9240955044444604,0.0257738868368583,0.8735786862442182,0.9746123226447027,0.10103363640048446
Pamela Anderson,10,7,0.0043429746494465,0.0017807889355191,0.0008526283358290645,0.007833320963063935,0.006980692627234871
Nicole Scherzinger,10,7,0.00103372469938,0.0004238929869139,0.00020289444502875616,0.001864554953731244,0.0016616605087024878
Erin Andrews,10,7,0.023096997633149,0.0106910972388452,0.0021424470450124057,0.0440515482212856,0.041909101176273195
Niecy Nash,10,8,0.0212016686993823,0.0074341042069575,0.006630824453745599,0.035772512945019,0.029141688491273403
Chad Ochocinco,10,8,0.0242333382838995,0.0097948435571806,0.005035444911825525,0.04343123165597348,0.03839578674414795
Evan Lysacek,10,8,0.9322607440700637,0.0215123668623176,0.8900965050199212,0.9744249831202061,0.08432847810028488
Nicole Scherzinger,10,8,0.0009725918418469,0.0003819649138766,0.00022394061064876403,0.001721243073045036,0.0014973024623962721
Erin Andrews,10,8,0.0213316571048075,0.0090807249709598,0.0035334361617262895,0.039129878047888714,0.03559644188616243
Chad Ochocinco,10,9,0.0199359007832541,0.0058694521905754,0.008431774489726316,0.03144002707678188,0.023008252587055564
Evan Lysacek,10,9,0.9577444443833968,0.0117333042020597,0.9347471681473598,0.9807417206194338,0.04599455247207396
Nicole Scherzinger,10,9,0.0009799613680234,0.0004261846487202,0.00014463945653180813,0.0018152832795149919,0.0016706438229831836
Erin Andrews,10,9,0.0213396934653259,0.0076657819975324,0.006314760750162395,0.036364626180489405,0.030049865430327012
David Hasselhoff,11,1,6.72602187378772e-06,2.4272196483201877e-06,1.968671363080152e-06,1.1483372384495288e-05,9.514701021415136e-06
Florence Henderson,11,1,5.503553205684926e-07,2.046358893818652e-07,1.4926897738003685e-07,9.514416637569484e-07,8.021726863769116e-07
Kyle Massey,11,1,0.2128349140618392,0.0646823364328479,0.08605753465345731,0.33961229347022104,0.2535547588167637
Jennifer Grey,11,1,1.216527188813637e-07,4.8757515464805875e-08,2.608798857034418e-08,2.172174491923832e-07,1.9112946062203902e-07
Rick Fox,11,1,0.0002323926261651,9.45499370622916e-05,4.707474952300844e-05,0.00041771050280719156,0.0003706357532841831
Kurt Warner,11,1,0.030514174768841,0.0101819607779108,0.01055753164413583,0.05047081789354617,0.03991328624941034
Margaret Cho,11,1,0.0031266525074552,0.001235024248173,0.0007060049810361201,0.00554730003387428,0.00484129505283816
Michael Bolton,11,1,5.2678132221489765e-05,1.836603690142701e-05,1.668069989469283e-05,8.86755645482867e-05,7.199486465359387e-05
Brandy,11,1,0.0067345184804123,0.0025050634046204,0.0018245942073563158,0.011644442753468286,0.00981984854611197
The Situation,11,1,0.0377893896231317,0.0133888111050047,0.011547319857322488,0.0640314593889409,0.052484139531618415
Audrina Patridge,11,1,0.6735034270584077,0.0790972619222353,0.5184727936908265,0.8285340604259889,0.3100612667351623
Bristol Palin,11,1,0.0352044547116123,0.0131795462156817,0.009372544128876167,0.06103636529434843,0.05166382116547226
Florence Henderson,11,2,5.697552201850995e-07,2.2780293290054178e-07,1.2326147170003763e-07,1.0162489686701613e-06,8.929874969701237e-07
Kyle Massey,11,2,0.2181702892718594,0.0629689048121612,0.09475123584002346,0.34158934270369534,0.24683810686367189
Jennifer Grey,11,2,1.2090148449609996e-07,4.81474483847939e-08,2.653248566190392e-08,2.15270483330296e-07,1.8873799766839208e-07
Rick Fox,11,2,0.0002351792197626,8.610472355222661e-05,6.641396160023586e-05,0.0004039444779249642,0.00033753051632472836
Kurt Warner,11,2,0.0323142358436268,0.0115608371978425,0.009654994935855497,0.0549734767513981,0.0453184818155426
Margaret Cho,11,2,0.0031731616696644,0.0012350998061648,0.0007523660495813923,0.0055939572897474085,0.0048415912401660165
Michael Bolton,11,2,5.665836655382751e-05,2.011998692711458e-05,1.722319217668294e-05,9.609354093097208e-05,7.887034875428914e-05
Brandy,11,2,0.0069850912776456,0.0025742079562154,0.0019396436834634156,0.012030538871827784,0.010090895188364368
The Situation,11,2,0.0380616158403464,0.0151894388191315,0.008290315754848659,0.06783291592584413,0.05954260017099547
Audrina Patridge,11,2,0.6632231939079812,0.0749924437933362,0.5162380040730423,0.8102083837429201,0.2939703796698778
Bristol Palin,11,2,0.0377798839458543,0.0140702190845503,0.010202254540135711,0.06535751335157289,0.05515525881143718
Florence Henderson,11,3,5.784807506179691e-07,2.1609908842661729e-07,1.5492653730179922e-07,1.002034963934139e-06,8.471084266323398e-07
Kyle Massey,11,3,0.2241576889747423,0.0630302394663414,0.10061841962071318,0.34769695832877145,0.2470785387080583
Jennifer Grey,11,3,1.2027506864681052e-07,4.4482552204874345e-08,3.308926632525681e-08,2.0746087096836424e-07,1.7437160464310742e-07
Rick Fox,11,3,0.0002496318245585,9.1281832287233e-05,7.07194332755233e-05,0.00042854421584147663,0.0003578247825659533
Kurt Warner,11,3,0.0316018097596825,0.0112709740229441,0.009510700674712064,0.05369291884465294,0.044182218169940876
Margaret Cho,11,3,0.0032980477071021,0.0012498465337145,0.0008483485010216799,0.005747746913182521,0.004899398412160841
Brandy,11,3,0.007274639793683,0.0026670998183992,0.0020471241496205677,0.012502155437745431,0.010455031288124864
The Situation,11,3,0.0396879091316509,0.0127912953635189,0.014616970219153855,0.06475884804414794,0.05014187782499409
Audrina Patridge,11,3,0.6565997559889543,0.0752433035674752,0.5091228809967029,0.8040766309812056,0.29495374998450274
Bristol Palin,11,3,0.0371298180638075,0.0143686932828364,0.00896717922944816,0.06529245689816685,0.056325277668718685
Florence Henderson,11,4,4.3365648859293333e-07,1.6820291431682285e-07,1.0397877653196058e-07,7.633342006539061e-07,6.593554241219455e-07
Kyle Massey,11,4,0.1864783952243746,0.0645470882327293,0.05996610228822519,0.312990688160524,0.2530245858722988
Jennifer Grey,11,4,8.837729173862536e-08,3.1462337208833815e-08,2.6711110809311085e-08,1.5004347266793964e-07,1.2333236185862856e-07
Rick Fox,11,4,0.0001844133095512,7.356520146247794e-05,4.022551468474322e-05,0.0003286011044176568,0.00028837558973291355
Kurt Warner,11,4,0.0250652086491021,0.0096640061901389,0.006123756516429855,0.04400666078177434,0.03788290426534449
Brandy,11,4,0.005324465272052,0.0019362823901269,0.0015293517874032762,0.009119578756700724,0.007590226969297448
The Situation,11,4,0.0169745431152644,0.002051499333751,0.01295360442111244,0.02099548180941636,0.00804187738830392
Audrina Patridge,11,4,0.7374043154795412,0.0726492013836039,0.5950118807676776,0.8797967501914048,0.28478486942372716
Bristol Palin,11,4,0.0285681369163335,0.0103367362397269,0.008308133886468776,0.048828139946198224,0.04052000605972945
Florence Henderson,11,5,6.113916243526717e-07,2.2805319288652842e-07,1.64407366295076e-07,1.0583758824102675e-06,8.939685161151915e-07
Kyle Massey,11,5,0.2189005448386894,0.068907092404305,0.08384264372625161,0.3539584459511272,0.2701158022248756
Jennifer Grey,11,5,1.3206275317172273e-07,5.4983187123580784e-08,2.4295706409504405e-08,2.398297999339411e-07,2.1553409352443669e-07
Rick Fox,11,5,0.0002538846913967,0.0001020945314743,5.377940970707201e-05,0.000453989973086328,0.000400210563379256
Kurt Warner,11,5,0.0332839464135625,0.0110140785245085,0.01169635250552584,0.05487154032159916,0.043175187816073324
Brandy,11,5,0.0075380404020831,0.0029485481679664,0.0017588859928689554,0.013317194811297244,0.011558308818428288
Audrina Patridge,11,5,0.6997117048504111,0.0759425127886308,0.5508643797846947,0.8485590299161275,0.2976946501314328
Bristol Palin,11,5,0.0403111353494792,0.0148013429431534,0.01130050318089854,0.06932176751805987,0.05802126433716133
Kyle Massey,11,6,0.2178052333008439,0.15,-0.07619476669915609,0.5118052333008438,0.5879999999999999
Jennifer Grey,11,6,1.1968879705935084e-07,0.15,-0.29399988031120294,0.294000119688797,0.588
Rick Fox,11,6,0.0002365759487542,0.15,-0.2937634240512458,0.2942365759487542,0.588
Kurt Warner,11,6,0.0312934010352154,0.15,-0.2627065989647846,0.32529340103521537,0.588
Brandy,11,6,0.0069591110259545,0.15,-0.2870408889740455,0.30095911102595446,0.588
Audrina Patridge,11,6,0.7072571516922421,0.15,0.41325715169224214,1.0012571516922422,0.5880000000000001
Bristol Palin,11,6,0.0364484073081927,0.15,-0.2575515926918073,0.3304484073081927,0.588
Kyle Massey,11,7,0.7344059228056571,0.0658807483650434,0.6052796560101721,0.8635321896011421,0.25825253359097
Jennifer Grey,11,7,4.113863275812311e-07,1.481279671735706e-07,1.2105551192103273e-07,7.017171432414294e-07,5.806616313203966e-07
Rick Fox,11,7,0.0008341106743198,0.0003081031332601,0.00023022853313000398,0.001437992815509596,0.001207764282379592
Kurt Warner,11,7,0.1108334861849144,0.0403771903922594,0.031694193016085975,0.18997277935374282,0.15827858633765685
Brandy,11,7,0.0257228723927358,0.0085647980278964,0.008935868258058855,0.04250987652741274,0.03357400826935389
Bristol Palin,11,7,0.1282031965560452,0.0420918764275475,0.04570311875805211,0.2107032743540383,0.1650001555959862
Kyle Massey,11,8,0.8845131190629717,0.0291009063926143,0.8274753425334477,0.9415508955924957,0.11407555305904804
Jennifer Grey,11,8,2.208672333611998e-07,7.28577828814565e-08,7.806597891354505e-08,3.6366848780885457e-07,2.8560250889530955e-07
Kurt Warner,11,8,0.0305766333976731,0.0034380365686427,0.02383808172313341,0.03731518507221279,0.01347710334907938
Brandy,11,8,0.0133374483741197,0.0041459161742935,0.005211452672504441,0.021463444075734958,0.01625199140323052
Bristol Palin,11,8,0.0715725782980021,0.0269898067470269,0.018672557073829386,0.12447259952217482,0.10580004244834543
Kyle Massey,11,9,0.8796574397636948,0.0427872190514225,0.7957944904229067,0.9635203891044829,0.16772589868157617
Jennifer Grey,11,9,3.1708372585370777e-07,1.0959912755763712e-07,1.02269435840739e-07,5.318980158666765e-07,4.296285800259375e-07
Brandy,11,9,0.0113271096686527,0.0014437081549248,0.008497441685000091,0.014156777652305308,0.0056593359673052165
Bristol Palin,11,9,0.1090151334839262,0.042588518412189,0.025541637396035766,0.19248862957181664,0.16694699217578088
Ralph Macchio,12,2,0.0001244632384992,0.15,-0.2938755367615008,0.29412446323849917,0.588
Chelsea Kane,12,2,0.0130972992281958,0.15,-0.2809027007718042,0.3070972992281958,0.588
Kirstie Alley,12,2,1.867491957674386e-06,0.15,-0.2939981325080423,0.29400186749195767,0.588
Hines Ward,12,2,0.002177685583651,0.15,-0.291822314416349,0.296177685583651,0.588
Sugar Ray Leonard,12,2,0.0007272999468696,0.15,-0.2932727000531304,0.2947272999468696,0.588
Chris Jericho,12,2,0.000241988011142,0.15,-0.293758011988858,0.294241988011142,0.588
Petra Nemcova,12,2,0.022930066078411,0.15,-0.27106993392158896,0.316930066078411,0.588
Mike Catherwood,12,2,0.0057249452886993,0.15,-0.28827505471130066,0.2997249452886993,0.588
Romeo,12,2,0.7891495057674596,0.15,0.4951495057674596,1.0831495057674596,0.5880000000000001
Wendy Williams,12,2,0.0015378800169851,0.15,-0.29246211998301486,0.2955378800169851,0.588
Kendra Wilkinson,12,2,0.1642869993481295,0.15,-0.1297130006518705,0.45828699934812944,0.588
Ralph Macchio,12,3,0.0001271781212421,4.686050012682636e-05,3.533154099352033e-05,0.00021902470149067968,0.00018369316049715936
Chelsea Kane,12,3,0.0136157656288748,0.0055364140746872,0.002764394042487888,0.02446713721526171,0.021702743172773823
Kirstie Alley,12,3,1.918385678440402e-06,6.548640140141089e-07,6.348522109727486e-07,3.201919145908056e-06,2.5670669349353074e-06
Hines Ward,12,3,0.0023677979691747,0.0008859267194156,0.0006313815991201243,0.004104214339229276,0.0034728327401091514
Sugar Ray Leonard,12,3,0.0007604734257436,0.0002898630329058,0.000192341881248232,0.0013286049702389679,0.001136263088990736
Chris Jericho,12,3,0.000251086076403,9.988374599871557e-05,5.5313934245517486e-05,0.0004468582185604825,0.000391544284314965
Petra Nemcova,12,3,0.0242213529473367,0.0088579304491269,0.0068598092670479754,0.041582896627625425,0.03472308736057745
Romeo,12,3,0.7882455915919736,0.0603852518055166,0.669890498053161,0.9066006851307862,0.23671018707762514
Wendy Williams,12,3,0.0016527630693316,0.0006376691873851,0.0004029314620568041,0.0029025946766063956,0.0024996632145495917
Kendra Wilkinson,12,3,0.1687560727842408,0.0548244908584244,0.06130007070172898,0.2762120748667526,0.2149120041650236
Ralph Macchio,12,4,0.0001350796430302,5.602863776263528e-05,2.5263513015434853e-05,0.00024489577304496514,0.00021963226002953028
Chelsea Kane,12,4,0.0140113441740308,0.005569606506511,0.00309491542126924,0.02492777292679236,0.02183285750552312
Kirstie Alley,12,4,2.038996922447138e-06,8.612403028517853e-07,3.5096592885763883e-07,3.7270279160366372e-06,3.3760619871789984e-06
Hines Ward,12,4,0.0023699646471287,0.0009994351559486,0.00041107174146944384,0.004328857552787956,0.003917785811318512
Sugar Ray Leonard,12,4,0.0007622748315556,0.0002942119600428,0.0001856193898717121,0.001338930273239488,0.001153310883367776
Chris Jericho,12,4,0.0002644006066129,0.0001095335103269,4.9714926372176037e-05,0.000479086286853624,0.000429371360481448
Petra Nemcova,12,4,0.0252625936116712,0.0108584931180097,0.003979947100372187,0.04654524012297021,0.042565293022598025
Romeo,12,4,0.7868600950615448,0.0693682470413552,0.6508983308604885,0.922821859262601,0.2719235284021124
Kendra Wilkinson,12,4,0.170332208427503,0.06310066472437,0.0466549055677378,0.29400951128726815,0.24735460571953036
Ralph Macchio,12,5,0.0001254657253597,0.15,-0.2938745342746403,0.2941254657253597,0.588
Chelsea Kane,12,5,0.0132027911834347,0.15,-0.2807972088165653,0.3072027911834347,0.588
Kirstie Alley,12,5,1.882533637227984e-06,0.15,-0.29399811746636273,0.29400188253363724,0.588
Hines Ward,12,5,0.0021952257120479,0.15,-0.2918047742879521,0.29619522571204787,0.588
Chris Jericho,12,5,0.0002439370991177,0.15,-0.2937560629008823,0.29424393709911767,0.588
Petra Nemcova,12,5,0.0231147558730186,0.15,-0.2708852441269814,0.3171147558730186,0.588
Romeo,12,5,0.7955056959169563,0.15,0.5015056959169564,1.0895056959169562,0.5879999999999999
Kendra Wilkinson,12,5,0.1656102459564276,0.15,-0.1283897540435724,0.4596102459564276,0.588
Ralph Macchio,12,6,0.0001332941936878,5.2573631186093856e-05,3.0249876563056055e-05,0.00023633851081254396,0.0002060886342494879
Chelsea Kane,12,6,0.0144287116131879,0.005492620484116,0.0036631754643205398,0.025194247762055262,0.021531072297734724
Kirstie Alley,12,6,2.0021727683187287e-06,7.949305687027585e-07,4.441088536613222e-07,3.5602366829761353e-06,3.116127829314813e-06
Hines Ward,12,6,0.0023467340525259,0.0009530851914831,0.0004786870772190239,0.004214781027832776,0.003736093950613752
Chris Jericho,12,6,0.0002667450801903,0.0001097603950967,5.161470580076802e-05,0.000481875454579832,0.00043026074877906394
Romeo,12,6,0.8045858920849718,0.0640756108572968,0.6789976948046701,0.9301740893652735,0.25117639456060337
Kendra Wilkinson,12,6,0.1782366208026678,0.0618296317177529,0.057050542635872115,0.2994226989694635,0.24237215633359138
Ralph Macchio,12,7,0.0001284665357249,0.15,-0.2938715334642751,0.2941284665357249,0.588
Chelsea Kane,12,7,0.0135185672451371,0.15,-0.28048143275486287,0.3075185672451371,0.588
Kirstie Alley,12,7,1.9275588936095192e-06,0.15,-0.2939980724411064,0.2940019275588936,0.588
Hines Ward,12,7,0.0022477297409511,0.15,-0.2917522702590489,0.2962477297409511,0.588
Romeo,12,7,0.8145321011844734,0.15,0.5205321011844735,1.1085321011844733,0.5879999999999999
Kendra Wilkinson,12,7,0.1695712077348196,0.15,-0.12442879226518039,0.4635712077348196,0.588
Ralph Macchio,12,8,0.0001546990385226,0.15,-0.2938453009614774,0.2941546990385226,0.588
Chelsea Kane,12,8,0.0162790203941053,0.15,-0.2777209796058947,0.31027902039410526,0.588
Kirstie Alley,12,8,2.32116096113632e-06,0.15,-0.2939976788390388,0.29400232116096114,0.588
Hines Ward,12,8,0.0027067097888308,0.15,-0.2912932902111692,0.2967067097888308,0.588
Romeo,12,8,0.98085724961758,0.15,0.68685724961758,1.27485724961758,0.5880000000000001
Ralph Macchio,12,9,0.0087703748938716,0.0034972800365645,0.0019157060222051792,0.01562504376553802,0.013709337743332842
Chelsea Kane,12,9,0.8378465479077617,0.0564290291083232,0.7272456508554482,0.9484474449600752,0.22120179410462693
Kirstie Alley,12,9,0.0001357013845342,5.251645917409073e-05,3.276912455298218e-05,0.00023863364451541785,0.00020586451996243568
Hines Ward,12,9,0.1532473758138318,0.0551180284179119,0.04521604011472448,0.26127871151293913,0.21606267139821467
Elisabetta Canalis,13,1,0.003241175762216,0.15,-0.290758824237784,0.297241175762216,0.588
David Arquette,13,1,0.0050422693018098,0.15,-0.2889577306981902,0.29904226930180977,0.588
Ricki Lake,13,1,4.3827835904095385e-06,0.15,-0.2939956172164096,0.29400438278359037,0.588
J.R. Martinez,13,1,0.2586737651370531,0.15,-0.03532623486294689,0.552673765137053,0.5879999999999999
Metta World Peace (Ron),13,1,0.2737467001322811,0.15,-0.0202532998677189,0.5677467001322811,0.5880000000000001
Hope Solo,13,1,0.0408498226454965,0.15,-0.2531501773545035,0.33484982264549645,0.588
Chynna Phillips,13,1,0.0288531641195145,0.15,-0.2651468358804855,0.3228531641195145,0.588
Kristin Cavallari,13,1,0.0445486827746621,0.15,-0.2494513172253379,0.3385486827746621,0.588
Carson Kressley,13,1,0.0838202837350471,0.15,-0.21017971626495288,0.37782028373504706,0.588
Chaz Bono,13,1,0.0024031690762411,0.15,-0.2915968309237589,0.2964031690762411,0.588
Nancy Grace,13,1,0.1227958688241635,0.15,-0.1712041311758365,0.4167958688241635,0.588
Rob Kardashian,13,1,0.1360207157079244,0.15,-0.15797928429207558,0.4300207157079244,0.588
Elisabetta Canalis,13,2,0.0044628723378005,0.15,-0.28953712766219947,0.2984628723378005,0.588
David Arquette,13,2,0.0069428521739292,0.15,-0.2870571478260708,0.3009428521739292,0.588
Ricki Lake,13,2,6.034786473545567e-06,0.15,-0.29399396521352644,0.2940060347864735,0.588
J.R. Martinez,13,2,0.3561756830353383,0.15,0.062175683035338325,0.6501756830353382,0.5879999999999999
Hope Solo,13,2,0.0562473487596366,0.15,-0.23775265124036338,0.3502473487596366,0.588
Chynna Phillips,13,2,0.0397287890117261,0.15,-0.2542712109882739,0.3337287890117261,0.588
Kristin Cavallari,13,2,0.0613404204604321,0.15,-0.2326595795395679,0.35534042046043207,0.588
Carson Kressley,13,2,0.1154146683399776,0.15,-0.17858533166002238,0.4094146683399776,0.588
Chaz Bono,13,2,0.0033089957411262,0.15,-0.2906910042588738,0.2973089957411262,0.588
Nancy Grace,13,2,0.1690813230680394,0.15,-0.12491867693196057,0.4630813230680394,0.588
Rob Kardashian,13,2,0.18729101228552,0.15,-0.10670898771447998,0.48129101228551996,0.588
David Arquette,13,3,0.006973976139125,0.15,-0.287026023860875,0.30097397613912497,0.588
Ricki Lake,13,3,6.061839690215211e-06,0.15,-0.2939939381603098,0.2940060618396902,0.588
J.R. Martinez,13,3,0.3577723754730663,0.15,0.0637723754730663,0.6517723754730662,0.5879999999999999
Hope Solo,13,3,0.0564994988099753,0.15,-0.2375005011900247,0.3504994988099753,0.588
Chynna Phillips,13,3,0.0399068883598751,0.15,-0.2540931116401249,0.3339068883598751,0.588
Kristin Cavallari,13,3,0.0616154021341993,0.15,-0.23238459786580068,0.3556154021341993,0.588
Carson Kressley,13,3,0.1159320583161008,0.15,-0.17806794168389917,0.4099320583161008,0.588
Chaz Bono,13,3,0.0033238295681615,0.15,-0.29067617043183847,0.2973238295681615,0.588
Nancy Grace,13,3,0.1698392941557989,0.15,-0.12416070584420108,0.4638392941557989,0.588
Rob Kardashian,13,3,0.1881306152040074,0.15,-0.10586938479599259,0.48213061520400735,0.588
David Arquette,13,4,0.0074318953603737,0.15,-0.2865681046396263,0.3014318953603737,0.588
Ricki Lake,13,4,6.459866992704114e-06,0.15,-0.29399354013300727,0.2940064598669927,0.588
J.R. Martinez,13,4,0.3812641173850891,0.15,0.0872641173850891,0.6752641173850891,0.588
Hope Solo,13,4,0.0602093202919932,0.15,-0.2337906797080068,0.3542093202919932,0.588
Chynna Phillips,13,4,0.0425272201298238,0.15,-0.2514727798701762,0.3365272201298238,0.588
Carson Kressley,13,4,0.1235442893881346,0.15,-0.17045571061186537,0.4175442893881346,0.588
Chaz Bono,13,4,0.0035420760056389,0.15,-0.2904579239943611,0.29754207600563887,0.588
Nancy Grace,13,4,0.1809911357689268,0.15,-0.11300886423107318,0.4749911357689268,0.588
Rob Kardashian,13,4,0.2004834858030269,0.15,-0.09351651419697307,0.4944834858030269,0.588
David Arquette,13,5,0.0077619912718369,0.15,-0.2862380087281631,0.3017619912718369,0.588
Ricki Lake,13,5,6.746789181390628e-06,0.15,-0.2939932532108186,0.2940067467891814,0.588
J.R. Martinez,13,5,0.3981983878818829,0.15,0.1041983878818829,0.6921983878818829,0.5880000000000001
Hope Solo,13,5,0.0628835843251408,0.15,-0.2311164156748592,0.3568835843251408,0.588
Carson Kressley,13,5,0.1290316466279971,0.15,-0.16496835337200288,0.4230316466279971,0.588
Chaz Bono,13,5,0.0036994012572547,0.15,-0.2903005987427453,0.2976994012572547,0.588
Nancy Grace,13,5,0.1890300586858118,0.15,-0.10496994131418819,0.4830300586858118,0.588
Rob Kardashian,13,5,0.2093881831608941,0.15,-0.08461181683910587,0.5033881831608941,0.588
David Arquette,13,6,0.0090656200306804,0.0030640229078606,0.003060135131273625,0.015071104930087176,0.01201096979881355
Ricki Lake,13,6,7.887602337628689e-06,2.7277875130040957e-06,2.5411388121406616e-06,1.3234065863116717e-05,1.0692927050976057e-05
J.R. Martinez,13,6,0.4518530096964547,0.0835562692467607,0.2880827219728037,0.6156232974201057,0.327540575447302
Hope Solo,13,6,0.0685919908765553,0.0214790776427152,0.026492998696833518,0.11069098305627709,0.08419798435944356
Chaz Bono,13,6,0.004220258134643,0.0015934183894475,0.0010971580913259004,0.007343358177960099,0.0062462000866341984
Nancy Grace,13,6,0.2244426484390425,0.0593709370380171,0.10807561184452898,0.340809685033556,0.23273407318902706
Rob Kardashian,13,6,0.2418185852202862,0.0660183139524371,0.11242268987350951,0.3712144805670629,0.2587917906935534
David Arquette,13,7,0.0093991870436292,0.0034126688352618,0.0027103561265160725,0.01608801796074233,0.013377661834226257
Ricki Lake,13,7,7.781609268594742e-06,2.9702159080281224e-06,1.9599860888596218e-06,1.3603232448329863e-05,1.1643246359470242e-05
J.R. Martinez,13,7,0.4540570729644885,0.0836703852300031,0.29006311791368244,0.6180510280152945,0.3279879101016121
Hope Solo,13,7,0.0747046568255969,0.0260597579739985,0.023627531196559845,0.12578178245463395,0.1021542512580741
Nancy Grace,13,7,0.220337230944991,0.0619347237673257,0.09894517236103263,0.3417292895289494,0.24278411716791676
Rob Kardashian,13,7,0.2414940706120256,0.0678201602482199,0.10856655652551461,0.3744215846985366,0.265855028173022
Ricki Lake,13,8,7.849603887761547e-06,0.15,-0.2939921503961122,0.29400784960388776,0.588
J.R. Martinez,13,8,0.4632869843094384,0.15,0.1692869843094384,0.7572869843094383,0.5879999999999999
Hope Solo,13,8,0.0731623909868879,0.15,-0.22083760901311209,0.36716239098688785,0.588
Nancy Grace,13,8,0.2199284791136905,0.15,-0.07407152088630947,0.5139284791136904,0.5879999999999999
Rob Kardashian,13,8,0.2436142959860952,0.15,-0.0503857040139048,0.5376142959860952,0.5880000000000001
Ricki Lake,13,9,8.692785149758522e-06,2.9866005069212727e-06,2.839048156192827e-06,1.4546522143324216e-05,1.1707473987131389e-05
J.R. Martinez,13,9,0.6240783506671334,0.0966459290065,0.4346523298143934,0.8135043715198733,0.3788520417054799
Hope Solo,13,9,0.0597016185395804,0.0100651607912105,0.039973903388807824,0.07942933369035297,0.03945543030154515
